mean,median
3.3076151112984222,1.1538461538461537
5.932543133902456,5.8991220306488374
1.7539588271023092,0.14835164835164835
10.795769687699325,10.918032786885245
7.532230031567061,8.51639344262295
3.222003680699333,2.433333333333333
0.8557185738789513,0.8522727272727273
0.1349206349206349,0.11904761904761904
3.126749673265022,3.0737704918032787
4.335809364638474,1.3926940639269407
4.316280327177783,3.8607594936708862
5.463733643653983,4.668049792531121
1.3834938985228002,0.4666666666666667
0.5300717196172369,0.2892561983471074
0.6102191602286497,0.1652892561983471
5.113573407202216,5.052631578947368
6.638391117010629,8.830188679245284
0.34600199380074126,0.026785714285714284
2.6665204733606807,2.0921985815602837
2.5439435512191655,2.611111111111111
3.1535974072488266,1.3333333333333333
1.3761808844514185,0.8221258134490239
0.40122812896096277,0.2643312101910828
2.121809603022563,0.7333333333333333
6.294843892402733,6.4543524416135885
1.6301601141444662,0.17777777777777778
4.160668135159793,2.9868686868686667
2.791230314301032,1.915
2.1747996284081075,1.595890410958904
1.1778085151186999,0.5666666666666667
5.577814342982106,3.973684210526316
4.011750441185695,3.6577488825680873
3.4971943287370864,2.2777777777777777
2.815020705808222,1.873015873015873
4.6594213637121955,2.9885496183206106
12.873258069763908,13.205607476635514
4.131659850765032,1.831578947368421
8.857142857142858,8.857142857142858
4.916452356995328,3.2142857142857144
5.295826500940006,2.8555565217391305

Samples used to generate histogram plot: 1093690
